year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status
2023,4,466,5.5 B,Rales,Mitchell,Mitchell Rales,21-08-1956,66,Male,United States,United States,Potomac,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2023,4,466,5.5 B,Rayner,Katharine,Katharine Rayner,12-01-1945,78,Female,United States,United States,East Hampton,Media & Entertainment,['Media & Entertainment'],,,FALSE,Increased
2023,4,466,5.5 B,Salata,Jean,Jean Salata,01-12-1965,57,Male,Chile,Hong Kong,Hong Kong,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2023,4,466,5.5 B,Singer,Paul,Paul Singer,22-08-1944,78,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],Elliott Management,Investor,TRUE,Increased
2023,4,466,5.5 B,Stevanato,Sergio,Sergio Stevanato & family,20-03-1943,80,Male,Italy,Italy,Venice,Healthcare,['Healthcare'],,,TRUE,Increased
2023,4,466,5.5 B,Taylor,Margaretta,Margaretta Taylor,15-04-1942,80,Female,United States,United States,Southampton,Media & Entertainment,['Media & Entertainment'],,,FALSE,Increased
2023,4,466,5.5 B,White,Richard,Richard White,01-04-1955,68,Male,Australia,Australia,Sydney,Technology,['Technology'],,,TRUE,Increased
2023,4,466,5.5 B,Zhao,Yan,Zhao Yan,01-01-1967,56,Female,China,China,Beijing,Diversified,['Diversified'],,,TRUE,Decreased
2023,4,486,5.4 B,Bertelli,Patrizio,Patrizio Bertelli,01-01-1946,77,Male,Italy,Italy,Milan,Fashion & Retail,['Fashion & Retail'],,,TRUE,Increased
2023,4,486,5.4 B,Choksi,Mahendra,Mahendra Choksi & family,19-04-1941,81,Male,India,India,Mumbai,Manufacturing,['Manufacturing'],,,FALSE,Decreased
2023,4,486,5.4 B,Ishbia,Mat,Mat Ishbia,06-01-1980,43,Male,United States,United States,Bloomfield Hills,Finance & Investments,['Finance & Investments'],,,FALSE,Increased
2023,4,486,5.4 B,Koguan,Leo,Leo Koguan,15-02-1955,68,Male,United States,Singapore,Singapore,Technology,['Technology'],,,TRUE,Decreased
2023,4,486,5.4 B,Miao,Hangen,Miao Hangen,01-01-1965,58,Male,China,China,Suzhou,Diversified,['Diversified'],,,TRUE,Decreased
2023,4,486,5.4 B,Pieper,Michael,Michael Pieper,05-02-1946,77,Male,Switzerland,Switzerland,Lucerne,Manufacturing,['Manufacturing'],Artemis Real Estate Partners,CEO of Artemis Group,TRUE,Increased
2023,4,486,5.4 B,Prada,Miuccia,Miuccia Prada,10-05-1949,73,Female,Italy,Italy,Milan,Fashion & Retail,['Fashion & Retail'],Prada,"CEO, Fashion Designer",FALSE,Increased
2023,4,486,5.4 B,Reimann,Wolfgang,Wolfgang Reimann,04-10-1952,70,Male,Germany,Germany,Passau,Fashion & Retail,['Fashion & Retail'],,,FALSE,Decreased
2023,4,486,5.4 B,Reimann-Andersen,Matthias,Matthias Reimann-Andersen,30-03-1965,58,Male,Germany,Germany,Munich,Fashion & Retail,['Fashion & Retail'],,,FALSE,Decreased
2023,4,486,5.4 B,Reimann-Andersen,Stefan,Stefan Reimann-Andersen,13-07-1963,59,Male,Germany,Austria,Vienna,Fashion & Retail,['Fashion & Retail'],,,FALSE,Decreased
2023,4,486,5.4 B,Reimann-Haas,Renate,Renate Reimann-Haas,08-10-1951,71,Female,Germany,Austria,Vienna,Fashion & Retail,['Fashion & Retail'],,,FALSE,Decreased
2023,4,497,5.3 B,Boehly,Todd,Todd Boehly,20-09-1973,49,Male,United States,United States,Darien,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2023,4,497,5.3 B,Caruso,Rick,Rick Caruso,07-01-1959,64,Male,United States,United States,Los Angeles,Real Estate,['Real Estate'],,,TRUE,Increased
2023,4,497,5.3 B,Erdemoglu,Ibrahim,Ibrahim Erdemoglu,26-09-1962,60,Male,Turkey,Turkey,Istanbul,Manufacturing,['Manufacturing'],,,TRUE,Increased
2023,4,497,5.3 B,Johnson,Elizabeth,Elizabeth Johnson,07-05-1963,59,Female,United States,United States,Boston,Finance & Investments,['Finance & Investments'],,,FALSE,Increased
2023,4,497,5.3 B,Leone,Douglas,Douglas Leone,04-07-1957,65,Male,United States,United States,Atherton,Finance & Investments,['Finance & Investments'],Sequoia,Global Managing Partner,TRUE,Decreased
2023,4,497,5.3 B,Pangestu,Prajogo,Prajogo Pangestu,13-05-1944,78,Male,Indonesia,Indonesia,Jakarta,Diversified,['Diversified'],,,FALSE,Decreased
2023,4,497,5.3 B,Pritzker,Thomas,Thomas Pritzker,06-06-1950,72,Male,United States,United States,Chicago,Finance & Investments,['Finance & Investments'],Hyatt Hotels,Executive Chairman,FALSE,Increased
2023,4,497,5.3 B,Resnick,Lynda,Lynda Resnick,02-01-1943,80,Female,United States,United States,Beverly Hills,Food & Beverage,['Food & Beverage'],,,TRUE,
2023,4,497,5.3 B,Resnick,Stewart,Stewart Resnick,24-12-1936,86,Male,United States,United States,Beverly Hills,Food & Beverage,['Food & Beverage'],,,TRUE,
2023,4,497,5.3 B,Rollins,Gary,Gary Rollins,30-08-1944,78,Male,United States,United States,Atlanta,Service,['Service'],,,FALSE,Remained Even
2023,4,497,5.3 B,Walter,Mark,Mark Walter,22-05-1960,62,Male,United States,United States,Chicago,Finance & Investments,['Finance & Investments'],Guggenheim Partners LLC,CEO,TRUE,Increased
2023,4,497,5.3 B,Wanek,Ronald,Ronald Wanek,19-05-1941,81,Male,United States,United States,Saint Petersburg,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2023,4,497,5.3 B,Wesjohann,Erich,Erich Wesjohann & family,02-06-1945,77,Male,Germany,Germany,Visbek,Food & Beverage,['Food & Beverage'],,,TRUE,Decreased
2023,4,497,5.3 B,Yusuff Ali,M.A.,M.A. Yusuff Ali,15-11-1955,67,Male,India,United Arab Emirates,Abu Dhabi,Fashion & Retail,['Fashion & Retail'],,,TRUE,Decreased
2023,4,511,5.2 B,Behring,Alexandre,Alexandre Behring,20-02-1967,56,Male,Brazil,United States,Greenwich,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2023,4,511,5.2 B,Cheng,Xue,Cheng Xue,26-02-1970,53,Female,China,China,Foshan,Food & Beverage,['Food & Beverage'],,,TRUE,Decreased
2023,4,511,5.2 B,Faith,Robert,Robert Faith,03-10-1963,59,Male,United States,United States,Charleston,Real Estate,['Real Estate'],,,TRUE,
2023,4,511,5.2 B,Gao,Dekang,Gao Dekang & family,01-02-1952,71,Male,China,China,Changshu,Fashion & Retail,['Fashion & Retail'],,,TRUE,Increased
2023,4,511,5.2 B,Jagtiani,Micky,Micky Jagtiani,28-09-1951,71,Male,India,United Arab Emirates,Dubai,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2023,4,511,5.2 B,Krishnan,Ananda,Ananda Krishnan,01-04-1938,85,Male,Malaysia,Malaysia,Kuala Lumpur,Telecom,['Telecom'],,,TRUE,Decreased
2023,4,511,5.2 B,Lam,Barry,Barry Lam,24-04-1949,73,Male,Taiwan,Taiwan,Taipei,Technology,['Technology'],,,TRUE,Decreased
2023,4,511,5.2 B,Rich,Robert,"Robert Rich, Jr.",25-01-1941,82,Male,United States,United States,Islamorada,Food & Beverage,['Food & Beverage'],,,FALSE,Increased
2023,4,511,5.2 B,Scheinberg,Mark,Mark Scheinberg,27-12-1973,49,Male,Canada,United Kingdom,Isle of Man,Gambling & Casinos,['Gambling & Casinos'],,,TRUE,Decreased
2023,4,511,5.2 B,Simonyi,Charles,Charles Simonyi,10-09-1948,74,Male,United States,United States,Medina,Technology,['Technology'],,,TRUE,Decreased
2023,4,511,5.2 B,Warner,Ty,Ty Warner,03-09-1944,78,Male,United States,United States,Oak Brook,Real Estate,['Real Estate'],,,TRUE,Increased
2023,4,511,5.2 B,Zell,Sam,Sam Zell,28-09-1941,81,Male,United States,United States,Chicago,Real Estate,['Real Estate'],,,TRUE,Decreased
2023,4,523,5.1 B,Fang,Wei,Wei Fang,04-09-1973,49,Male,China,China,Beijing,Manufacturing,['Manufacturing'],,,TRUE,Increased
2023,4,523,5.1 B,Jhunjhunwala,Rekha,Rekha Jhunjhunwala,12-09-1963,59,Female,India,India,Mumbai,Finance & Investments,['Finance & Investments'],,,FALSE,
2023,4,523,5.1 B,Johnson,Charles B.,Charles B. Johnson,06-01-1933,90,Male,United States,United States,Palm Beach,Finance & Investments,['Finance & Investments'],Franklin Resources,Former Chairman and CEO,FALSE,Remained Even
2023,4,523,5.1 B,Kwon,Hyuk-bin,Kwon Hyuk-bin,01-01-1974,49,Male,South Korea,South Korea,Seoul,Media & Entertainment,['Media & Entertainment'],Smilegate Holdings,,TRUE,Decreased
2023,4,523,5.1 B,Mnaymneh,Sami,Sami Mnaymneh,13-07-1961,61,Male,United States,United States,Miami Beach,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2023,4,523,5.1 B,Rokke,Kjell Inge,Kjell Inge Rokke,25-10-1958,64,Male,Norway,Norway,Vettre,Logistics,['Logistics'],,,TRUE,Decreased
2023,4,523,5.1 B,Tamer,Tony,Tony Tamer,12-10-1957,65,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2023,4,523,5.1 B,Tse,Ping,Tse Ping & family,03-01-1952,71,Male,China,Hong Kong,Hong Kong,Healthcare,['Healthcare'],,,TRUE,Decreased
2023,4,523,5.1 B,Wadhwani,Romesh T.,Romesh T. Wadhwani,25-08-1947,75,Male,United States,United States,Palo Alto,Technology,['Technology'],Symphony Technology Group,Founder and Chairman,TRUE,Increased
2023,4,523,5.1 B,Wyss,Hansjoerg,Hansjoerg Wyss,01-01-1935,88,Male,Switzerland,United States,Wilson,Healthcare,['Healthcare'],,,TRUE,Increased
2023,4,523,5.1 B,York,Denise,Denise York & family,21-10-1950,72,Female,United States,United States,Youngstown,Sports,['Sports'],San Francisco 49ers,Co-Chairman,FALSE,Increased
2023,4,534,5.0 B,Baron,Ron,Ron Baron,23-05-1943,79,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2023,4,534,5.0 B,Bass,Robert,Robert Bass,19-03-1948,75,Male,United States,United States,Fort Worth,Energy,['Energy'],,,FALSE,Decreased
2023,4,534,5.0 B,Bertarelli,Dona,Dona Bertarelli,01-01-1968,55,Female,Switzerland,Switzerland,Gstaad,Healthcare,['Healthcare'],,,FALSE,Increased
2023,4,534,5.0 B,Gerko,Alexander,Alexander Gerko,03-12-1979,43,Male,United Kingdom,United Kingdom,London,Finance & Investments,['Finance & Investments'],,,TRUE,
2023,4,534,5.0 B,Haefner,Martin,Martin Haefner,01-01-1954,69,Male,Switzerland,Switzerland,Zurich,Technology,['Technology'],,,FALSE,Increased
2023,4,534,5.0 B,Hale,Robert,"Robert Hale, Jr.",08-07-1966,56,Male,United States,United States,Boston,Telecom,['Telecom'],,,TRUE,Increased
2023,4,534,5.0 B,Kharitonin,Viktor,Viktor Kharitonin,20-11-1972,50,Male,Russia,Russia,Moscow,Healthcare,['Healthcare'],,,TRUE,Increased
2023,4,534,5.0 B,Kim,Beom-su,Kim Beom-su,27-03-1966,57,Male,South Korea,South Korea,Seoul,Technology,['Technology'],,,TRUE,Decreased
2023,4,534,5.0 B,Lauder,Jane,Jane Lauder,01-01-1973,50,Female,United States,United States,New York,Fashion & Retail,['Fashion & Retail'],,,FALSE,Decreased
2023,4,534,5.0 B,Leclercq,Michel,Michel Leclercq & family,27-05-1939,83,Male,France,France,Lille,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2023,4,534,5.0 B,Lucas,George,George Lucas,14-05-1944,78,Male,United States,United States,San Anselmo,Media & Entertainment,['Media & Entertainment'],,,TRUE,Decreased
2023,4,534,5.0 B,McNair,Janice,Janice McNair,30-09-1936,86,Female,United States,United States,Houston,Sports,['Sports'],,,FALSE,Increased
2023,4,534,5.0 B,Sahin,Ugur,Ugur Sahin,19-09-1965,57,Male,Germany,Germany,Mainz,Healthcare,['Healthcare'],,,TRUE,Decreased
2023,4,534,5.0 B,Schoerghuber,Alexandra,Alexandra Schoerghuber & family,24-07-1958,64,Female,Germany,Germany,Munich,Real Estate,['Real Estate'],,,FALSE,Increased
2023,4,534,5.0 B,Straumann,Thomas,Thomas Straumann,22-07-1963,59,Male,Switzerland,Switzerland,Basel,Healthcare,['Healthcare'],,,FALSE,Decreased
2023,4,534,5.0 B,Ulker,Murat,Murat Ulker,23-03-1959,64,Male,Turkey,Turkey,Istanbul,Food & Beverage,['Food & Beverage'],,,FALSE,Increased
2023,4,534,5.0 B,Wilson,Chip,Chip Wilson,01-01-1957,66,Male,Canada,Canada,Vancouver,Fashion & Retail,['Fashion & Retail'],Lululemon,Chairman,TRUE,Decreased
2023,4,534,5.0 B,Zhu,Yan,Zhu Yan & family,,,Female,China,China,Beijing,Real Estate,['Real Estate'],,,FALSE,Increased
2023,4,552,4.9 B,Davis,Jim,Jim Davis & family,17-05-1943,79,Male,United States,United States,Newton,Manufacturing,['Manufacturing'],New Balance ,Chairman,TRUE,Decreased
2023,4,552,4.9 B,Divi,Murali,Murali Divi & family,17-03-1951,72,Male,India,India,Hyderabad,Healthcare,['Healthcare'],,,TRUE,Decreased
2023,4,552,4.9 B,Dolby,Dagmar,Dagmar Dolby & family,28-06-1941,81,Female,United States,United States,San Francisco,Technology,['Technology'],,,FALSE,Increased
2023,4,552,4.9 B,Galperin,Marcos,Marcos Galperin,,,Male,Argentina,Argentina,Buenos Aires,Technology,['Technology'],,,TRUE,Increased
2023,4,552,4.9 B,Golisano,Tom,Tom Golisano,14-11-1941,81,Male,United States,United States,Naples,Service,['Service'],,,TRUE,Decreased
2023,4,552,4.9 B,Gray,Jonathan,Jonathan Gray,04-02-1970,53,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],,,TRUE,Decreased
2023,4,552,4.9 B,Ivanishvili,Bidzina,Bidzina Ivanishvili,18-02-1956,67,Male,Georgia,Georgia,Tbilisi,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2023,4,552,4.9 B,Lim,Hariyanto Wijaya Sarwono,Lim Hariyanto Wijaya Sarwono,01-11-1928,94,Male,Indonesia,Indonesia,Jakarta,Metals & Mining,['Metals & Mining'],,,TRUE,Increased
2023,4,552,4.9 B,Maag,Rudolf,Rudolf Maag,31-01-1946,77,Male,Switzerland,Switzerland,Binningen,Healthcare,['Healthcare'],,,TRUE,Decreased
2023,4,552,4.9 B,Saputo,Emanuele (Lino),Emanuele (Lino) Saputo & family,01-01-1937,86,Male,Canada,Canada,Montreal,Food & Beverage,['Food & Beverage'],Saputo,Chairman,FALSE,Increased
2023,4,552,4.9 B,Shoen,Mark,Mark Shoen,20-11-1950,72,Male,United States,United States,Phoenix,Automotive,['Automotive'],,,FALSE,Increased
2023,4,552,4.9 B,Snyder,Dan,Dan Snyder,23-11-1964,58,Male,United States,United States,Potomac,Sports,['Sports'],,,TRUE,Increased
2023,4,552,4.9 B,Tanjung,Chairul,Chairul Tanjung,18-06-1962,60,Male,Indonesia,Indonesia,Jakarta,Diversified,['Diversified'],,,TRUE,Decreased
2023,4,552,4.9 B,Warren,Kelcy,Kelcy Warren,09-11-1955,67,Male,United States,United States,Dallas,Energy,['Energy'],,,TRUE,Increased
2023,4,552,4.9 B,Zhang,Tao,Zhang Tao,01-11-1972,50,Male,China,China,Beijing,Fashion & Retail,['Fashion & Retail'],,,TRUE,Decreased
2023,4,567,4.8 B,Ashley,Michael,Michael Ashley,12-09-1964,58,Male,United Kingdom,United Kingdom,Hertfordshire,Fashion & Retail,['Fashion & Retail'],,,TRUE,Increased
2023,4,567,4.8 B,Biernacki,Tomasz,Tomasz Biernacki,01-01-1973,50,Male,Poland,Poland,"Krotoszyn,",Fashion & Retail,['Fashion & Retail'],,,TRUE,Increased
2023,4,567,4.8 B,Broermann,Bernard,Bernard Broermann,22-11-1943,79,Male,Germany,Germany,Koenigstein,Healthcare,['Healthcare'],,,TRUE,Increased
2023,4,567,4.8 B,Haslam,Jimmy,Jimmy Haslam,09-03-1954,69,Male,United States,United States,Knoxville,Fashion & Retail,['Fashion & Retail'],Pilot Company,CEO,FALSE,Increased
2023,4,567,4.8 B,Johnson,H. Fisk,H. Fisk Johnson,19-05-1958,64,Male,United States,United States,Racine,Manufacturing,['Manufacturing'],,,FALSE,Increased
2023,4,567,4.8 B,Johnson,S. Curtis,S. Curtis Johnson,05-05-1955,67,Male,United States,United States,Racine,Manufacturing,['Manufacturing'],,,FALSE,Increased
2023,4,567,4.8 B,Johnson-Leipold,Helen,Helen Johnson-Leipold,30-12-1956,66,Female,United States,United States,Racine,Manufacturing,['Manufacturing'],,,FALSE,Increased
2023,4,567,4.8 B,Khosla,Vinod,Vinod Khosla,28-01-1955,68,Male,United States,United States,Portola Valley,Technology,['Technology'],Khosla Ventures,Investor,TRUE,Decreased
2023,4,567,4.8 B,Lee,Thai,Thai Lee,27-11-1958,64,Female,United States,United States,Austin,Technology,['Technology'],,,TRUE,Increased
2023,4,567,4.8 B,Marquart,Winifred J.,Winifred J. Marquart,06-04-1959,63,Female,United States,United States,Virginia Beach,Manufacturing,['Manufacturing'],,,FALSE,Increased
2023,4,567,4.8 B,Patel,Pankaj,Pankaj Patel,19-03-1953,70,Male,India,India,Ahmedabad,Healthcare,['Healthcare'],,,FALSE,Increased
2023,4,567,4.8 B,Pudwill,Horst Julius,Horst Julius Pudwill,23-10-1944,78,Male,Germany,Hong Kong,Hong Kong,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2023,4,567,4.8 B,Yu,Yong,Yu Yong,01-02-1961,62,Male,China,China,Shanghai,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2023,4,580,4.7 B,Amorim,Maria Fernanda,Maria Fernanda Amorim & family,16-01-1935,88,Female,Portugal,Portugal,Grijo,Diversified,['Diversified'],,,FALSE,Remained Even
2023,4,580,4.7 B,Benson,Gayle,Gayle Benson,26-01-1947,76,Female,United States,United States,New Orleans,Sports,['Sports'],,,FALSE,Increased
2023,4,580,4.7 B,Chang,Jason,Jason Chang,01-05-1944,78,Male,Singapore,Taiwan,Taipei,Technology,['Technology'],,,TRUE,Increased
2023,4,580,4.7 B,Erdemoglu,Ali,Ali Erdemoglu,20-11-1959,63,Male,Turkey,Turkey,Istanbul,Manufacturing,['Manufacturing'],,,TRUE,Increased
2023,4,580,4.7 B,Esteves,Andre,Andre Esteves,12-07-1968,54,Male,Brazil,Brazil,Sao paulo,Finance & Investments,['Finance & Investments'],,,TRUE,Decreased
2023,4,580,4.7 B,Fidani,Carlo,Carlo Fidani,01-01-1955,68,Male,Canada,Canada,Toronto,Real Estate,['Real Estate'],Orlando Corporation,Chairman,FALSE,Increased
2023,4,580,4.7 B,Hong,Ra-hee,Hong Ra-hee,15-07-1945,77,Female,South Korea,South Korea,Seoul,Technology,['Technology'],,,FALSE,Decreased
2023,4,580,4.7 B,Li,Gaiteng,Li Gaiteng,08-04-1972,50,Male,China,China,Shanghai,Manufacturing,['Manufacturing'],,,TRUE,Increased
2023,4,580,4.7 B,Secunda,Thomas,Thomas Secunda,23-06-1954,68,Male,United States,United States,Croton-on-Hudson,Media & Entertainment,['Media & Entertainment'],,,TRUE,Increased
2023,4,580,4.7 B,Song,Zuowen,Zuowen Song,19-03-1947,76,Male,China,China,Longkou,Diversified,['Diversified'],,,TRUE,Increased
2023,4,580,4.7 B,Sweeney,Tim,Tim Sweeney,13-12-1970,52,Male,United States,United States,Cary,Media & Entertainment,['Media & Entertainment'],,,TRUE,Decreased
2023,4,591,4.6 B,Beveridge,Bert,Bert Beveridge,01-01-1962,61,Male,United States,United States,Austin,Food & Beverage,['Food & Beverage'],,,TRUE,Increased
2023,4,591,4.6 B,Cuban,Mark,Mark Cuban,31-07-1958,64,Male,United States,United States,Dallas,Media & Entertainment,['Media & Entertainment'],Dallas Mavericks,Owner,TRUE,Decreased
2023,4,591,4.6 B,Dolan,Charles,Charles Dolan & family,16-10-1926,96,Male,United States,United States,Oyster Bay,Media & Entertainment,['Media & Entertainment'],Cablevision Systems,Chairman and Founder,TRUE,Decreased
2023,4,591,4.6 B,Dorsey,Jack,Jack Dorsey,19-11-1976,46,Male,United States,United States,San Francisco,Technology,['Technology'],Twitter,Cofounder,TRUE,Decreased
2023,4,591,4.6 B,Fan,Hongwei,Fan Hongwei,01-01-1967,56,Female,China,China,Wujiang,Energy,['Energy'],,,TRUE,Decreased
2023,4,591,4.6 B,Kim,Vladimir,Vladimir Kim,29-10-1960,62,Male,Kazakhstan,Kazakhstan,Almaty,Metals & Mining,['Metals & Mining'],,,TRUE,Decreased
2023,4,591,4.6 B,Koo,Andre,"Andre Koo, Sr.",25-05-1967,55,Male,Taiwan,Taiwan,Taipei,Finance & Investments,['Finance & Investments'],,,FALSE,Decreased
2023,4,591,4.6 B,Lauder,Ronald,Ronald Lauder,26-02-1944,79,Male,United States,United States,New York,Fashion & Retail,['Fashion & Retail'],,,FALSE,Decreased
2023,4,591,4.6 B,Li,Chunan,Li Chunan,10-10-1968,54,Male,China,China,Fushun,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2023,4,591,4.6 B,Li,Forrest,Forrest Li,01-01-1978,45,Male,Singapore,Singapore,Singapore,Media & Entertainment,['Media & Entertainment'],,,TRUE,Decreased
2023,4,591,4.6 B,Li,Richard,Richard Li,08-11-1966,56,Male,Hong Kong,Hong Kong,Hong Kong,Telecom,['Telecom'],,,FALSE,Decreased
2023,4,591,4.6 B,Meijer,Doug,Doug Meijer & family,22-01-1954,69,Male,United States,United States,Grand Rapids,Fashion & Retail,['Fashion & Retail'],,,FALSE,
2023,4,591,4.6 B,Meijer,Hank,Hank Meijer & family,15-02-1952,71,Male,United States,United States,Grand Rapids,Fashion & Retail,['Fashion & Retail'],,,FALSE,
2023,4,591,4.6 B,Meijer,Mark,Mark Meijer & family,21-10-1957,65,Male,United States,United States,Grand Rapids,Fashion & Retail,['Fashion & Retail'],,,FALSE,
2023,4,591,4.6 B,Rebrab,Issad,Issad Rebrab & family,01-01-1944,79,Male,Algeria,Algeria,Algiers,Food & Beverage,['Food & Beverage'],,,TRUE,Decreased
2023,4,591,4.6 B,Smith,Fred,Fred Smith,11-08-1944,78,Male,United States,United States,Memphis,Logistics,['Logistics'],FedEx,Chairman and CEO,TRUE,Decreased
2023,4,591,4.6 B,Sternlicht,Barry,Barry Sternlicht,27-11-1960,62,Male,United States,United States,Miami,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2023,4,591,4.6 B,Viessmann,Maximilian,Maximilian Viessmann,11-02-1989,34,Male,Germany,Germany,Battenberg,Manufacturing,['Manufacturing'],,,FALSE,Decreased
2023,4,591,4.6 B,Weiner,Russ,Russ Weiner,05-05-1970,52,Male,United States,United States,Delray Beach,Food & Beverage,['Food & Beverage'],,,TRUE,Increased
2023,4,591,4.6 B,Xue,Min,Xue Min,01-01-1957,66,Male,China,China,Wuhan,Healthcare,['Healthcare'],,,TRUE,
2023,4,611,4.5 B,Beckmann Legorreta,Juan Domingo,Juan Domingo Beckmann Legorreta & family,01-07-1967,55,Male,Mexico,Mexico,,Food & Beverage,['Food & Beverage'],,,FALSE,Increased
2023,4,611,4.5 B,Hopp,Dietmar,Dietmar Hopp & family,26-04-1940,82,Male,Germany,Germany,Walldorf,Technology,['Technology'],,,TRUE,Decreased
2023,4,611,4.5 B,Jiang,Bin,Jiang Bin,16-09-1966,56,Male,China,China,Weifang,Technology,['Technology'],,,TRUE,Decreased
2023,4,611,4.5 B,Liemandt,Joseph,Joseph Liemandt,05-08-1968,54,Male,United States,United States,Austin,Technology,['Technology'],,,TRUE,Increased
2023,4,611,4.5 B,Mueller,Theo,Theo Mueller,30-01-1940,83,Male,Germany,Switzerland,Zurich,Food & Beverage,['Food & Beverage'],,,FALSE,Decreased
2023,4,611,4.5 B,Murthy,N.R. Narayana,N.R. Narayana Murthy,20-08-1946,76,Male,India,India,Bangalore,Technology,['Technology'],,,TRUE,Increased
2023,4,611,4.5 B,Reitan,Odd,Odd Reitan & family,11-09-1951,71,Male,Norway,Norway,Trondheim,Fashion & Retail,['Fashion & Retail'],,,FALSE,Decreased
2023,4,611,4.5 B,Rowan,Marc,Marc Rowan,19-08-1962,60,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],,,TRUE,Decreased
2023,4,611,4.5 B,Sajwani,Hussain,Hussain Sajwani,01-03-1953,70,Male,United Arab Emirates,United Arab Emirates,Dubai,Real Estate,['Real Estate'],,,TRUE,Increased
2023,4,611,4.5 B,Velez,David,David Velez & family,02-10-1981,41,Male,Colombia,Brazil,Sao Paulo,Finance & Investments,['Finance & Investments'],,,TRUE,Decreased
2023,4,611,4.5 B,Xu,Jinfu,Xu Jinfu,01-01-1964,59,Male,China,China,Guangzhou,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2023,4,611,4.5 B,Yin,Samuel,Samuel Yin,16-08-1950,72,Male,Taiwan,Taiwan,Taipei,Diversified,['Diversified'],,,FALSE,Decreased
2023,4,611,4.5 B,You,Xiaoping,You Xiaoping,21-01-1958,65,Male,China,China,Wenzhou,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2023,4,624,4.4 B,Bancel,Stéphane,Stéphane Bancel,20-07-1972,50,Male,France,United States,Boston,Healthcare,['Healthcare'],,,TRUE,Decreased
2023,4,624,4.4 B,Birmingham Perot,Margot,Margot Birmingham Perot,15-11-1933,89,Female,United States,United States,Dallas,Technology,['Technology'],,,FALSE,Increased
2023,4,624,4.4 B,Blue,Neal,Neal Blue & family,04-04-1935,88,Male,United States,United States,San Diego,Manufacturing,['Manufacturing'],,,TRUE,Increased
2023,4,624,4.4 B,Davis,Jim,Jim Davis,13-03-1960,63,Male,United States,United States,Cockeysville,Service,['Service'],,,TRUE,Increased
2023,4,624,4.4 B,Del Pino,Rafael,Rafael Del Pino,18-07-1958,64,Male,Spain,Spain,Madrid,Construction & Engineering,['Construction & Engineering'],,,FALSE,Increased
2023,4,624,4.4 B,Grogg,Peter,Peter Grogg,10-01-1942,81,Male,Switzerland,Switzerland,Liestal,Healthcare,['Healthcare'],,,TRUE,Decreased
2023,4,624,4.4 B,Haub,Christian,Christian Haub,22-07-1964,58,Male,Germany,Germany,Munich,Fashion & Retail,['Fashion & Retail'],,,FALSE,Remained Even
2023,4,624,4.4 B,Lodha,Mangal Prabhat,Mangal Prabhat Lodha,01-12-1955,67,Male,India,India,Mumbai,Real Estate,['Real Estate'],,,TRUE,Decreased
2023,4,624,4.4 B,Lurie,Jeffrey,Jeffrey Lurie & family,08-09-1951,71,Male,United States,United States,Wynnewood,Sports,['Sports'],,,FALSE,Increased
2023,4,624,4.4 B,Mansueto,Joe,Joe Mansueto,03-09-1956,66,Male,United States,United States,Chicago,Finance & Investments,['Finance & Investments'],Morningstar,"Entrepreneur, Investor",TRUE,Decreased
2023,4,624,4.4 B,Qian,Dongqi,Qian Dongqi & family,01-01-1958,65,Male,China,China,Suzhou,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2023,4,624,4.4 B,Shelkov,Mikhail,Mikhail Shelkov,30-05-1968,54,Male,Russia,Russia,Moscow,Metals & Mining,['Metals & Mining'],,,TRUE,Increased
2023,4,636,4.3 B,Drahi,Patrick,Patrick Drahi,20-08-1963,59,Male,France,Switzerland,Zermatt,Telecom,['Telecom'],,,TRUE,Decreased
2023,4,636,4.3 B,Eghbali,Behdad,Behdad Eghbali,06-05-1976,46,Male,United States,United States,Los Angeles,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
